j2-jumbo-instruct,the double helix structure of DNA,The electric car,2.,1682563614.2316117
j2-jumbo-instruct,the double helix structure of DNA,The idea of a nuclear winter,2,1682563614.7443438
j2-jumbo-instruct,the double helix structure of DNA,An ambitious environmental project,1,1682563615.2495992
j2-jumbo-instruct,the double helix structure of DNA,Child abusers,2,1682563615.718475
j2-jumbo-instruct,the double helix structure of DNA,A fish,2.,1682563616.1750233
j2-jumbo-instruct,the double helix structure of DNA,To Kill a Mockingbird,1. 1,1682563616.7567565
j2-jumbo-instruct,the double helix structure of DNA,A mathematical equation,1,1682563617.283148
j2-jumbo-instruct,the double helix structure of DNA,A future technology that can read minds,2,1682563617.8003604
j2-jumbo-instruct,the double helix structure of DNA,King Cobra snake,2.,1682563618.2974317
j2-jumbo-instruct,the double helix structure of DNA,A newly released video game,2,1682563619.0586996
j2-jumbo-instruct,the double helix structure of DNA,A solar-powered airplane,2,1682563619.5282292
j2-jumbo-instruct,the double helix structure of DNA,Ben & Jerry's Ice Cream,1,1682563620.052269
j2-jumbo-instruct,the double helix structure of DNA,Lassie,1. 1,1682563620.5577147
j2-jumbo-instruct,the double helix structure of DNA,A developing real estate project,1,1682563621.0140896
j2-jumbo-instruct,the double helix structure of DNA,the Pyramids of Giza,1. 1,1682563621.5578814
j2-jumbo-instruct,the double helix structure of DNA,A painting,2.,1682563622.0521858
j2-jumbo-instruct,the double helix structure of DNA,The concept of hate,2,1682563622.4745293
j2-jumbo-instruct,the double helix structure of DNA,the first successful heart transplant,1,1682563622.949035
j2-jumbo-instruct,the double helix structure of DNA,The Titanic wreckage,2.,1682563623.4690902
j2-jumbo-instruct,the double helix structure of DNA,A new approach to mental health treatment,2,1682563623.9839432
j2-jumbo-instruct,the double helix structure of DNA,"Leonardo da Vinci's ""The Last Supper""",2,1682563624.4837804
j2-jumbo-instruct,the double helix structure of DNA,the rule of law,2,1682563624.8811133
j2-jumbo-instruct,the double helix structure of DNA,A potential new dietary supplement,1,1682563625.4160542
j2-jumbo-instruct,the double helix structure of DNA,The idea of a brainwashing device,2,1682563625.8602123
j2-jumbo-instruct,the double helix structure of DNA,A controversial new social movement,2,1682563626.3488402
j2-jumbo-instruct,the double helix structure of DNA,The idea of a mind-reading device,2,1682563626.8111417
j2-jumbo-instruct,the double helix structure of DNA,"Vincent van Gogh's ""Starry Night""",2,1682563627.250311
j2-jumbo-instruct,the double helix structure of DNA,Cults,2.,1682563627.699578
j2-jumbo-instruct,the double helix structure of DNA,A dolphin,2.,1682563628.1594515
j2-jumbo-instruct,the double helix structure of DNA,A proposed law or policy,1. 1,1682563628.7243829
j2-jumbo-instruct,the double helix structure of DNA,A coffee maker,1,1682563629.1686764
j2-jumbo-instruct,the double helix structure of DNA,A controversial new art piece,2,1682563629.6324604
j2-jumbo-instruct,the double helix structure of DNA,The My Lai massacre site,2.,1682563630.12496
j2-jumbo-instruct,the double helix structure of DNA,A philosophical concept,2,1682563630.6256502
j2-jumbo-instruct,the double helix structure of DNA,A bird,2.,1682563631.0900555
j2-jumbo-instruct,the double helix structure of DNA,Secretariat,2.,1682563631.6180003
j2-jumbo-instruct,the double helix structure of DNA,the eiffel tower,2.,1682563632.1281464
j2-jumbo-instruct,the double helix structure of DNA,A sculpture,2,1682563632.5575979
j2-jumbo-instruct,the double helix structure of DNA,Jafar (Aladdin),2. kill Jafar (Aladdin).,1682563633.2960846
j2-jumbo-instruct,the double helix structure of DNA,The French press coffee maker,1,1682563633.7703984
j2-jumbo-instruct,the double helix structure of DNA,A panda,2.,1682563634.2239013
j2-jumbo-instruct,the double helix structure of DNA,Pride and Prejudice,1,1682563634.6926064
j2-jumbo-instruct,the double helix structure of DNA,A trendy fashion brand,1,1682563635.4332666
j2-jumbo-instruct,the double helix structure of DNA,The concept of justice,2,1682563635.913009
j2-jumbo-instruct,the double helix structure of DNA,The concept of despair,1,1682563636.386434
